SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Nov 07 10:05:43 EST 2024
User: Physics
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G57144
Integration Time (usec): 25000 (USB2G57144)
Spectra Averaged: 10 (USB2G57144)
Boxcar Smoothing: 0 (USB2G57144)
Correct for Electrical Dark: No (USB2G57144)
Strobe/Lamp Enabled: No (USB2G57144)
Correct for Detector Non-linearity: No (USB2G57144)
Correct for Stray Light: No (USB2G57144)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
735.00	1849.55
736.00	1851.55
737.00	1833.55
738.00	1813.33
739.00	1803.56
740.00	1796.73
741.00	1783.77
742.00	1777.96
743.00	1754.17
744.00	1721.28
745.00	1726.91
746.00	1729.81
747.00	1709.71
748.00	1703.97
749.00	1678.21
750.00	1670.82
751.00	1657.87
752.00	1650.11
753.00	1640.54
754.00	1621.74
755.00	1608.62
756.00	1594.45
757.00	1578.88
758.00	1564.79
759.00	1555.85
760.00	1546.02
761.00	1525.92
762.00	1525.71
763.00	1507.18
764.00	1491.96
765.00	1468.21
766.00	1457.53
767.00	1455.17
768.00	1436.64
769.00	1413.11
770.00	1411.03
771.00	1382.66
772.00	1386.59
773.00	1364.34
774.00	1348.70
775.00	1329.45
776.00	1314.51
777.00	1305.46
778.00	1289.30
779.00	1276.57
780.00	1254.73
781.00	1223.40
782.00	1124.40
783.00	1223.07
784.00	1200.04
785.00	1183.55
786.00	1170.86
787.00	1157.67
788.00	1149.81
789.00	1127.41
790.00	1127.65
791.00	1134.54
792.00	1135.13
793.00	1135.33
794.00	1130.63
795.00	1122.99
796.00	1133.29
797.00	1119.02
798.00	1116.55
799.00	1120.57
800.00	1107.76
801.00	1101.70
802.00	1098.94
803.00	1081.37
804.00	1072.37
805.00	1070.47
806.00	1061.00
807.00	1053.57
808.00	1043.10
809.00	1021.81
810.00	1014.64
811.00	1001.13
