SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Nov 07 10:02:20 EST 2024
User: Physics
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G57144
Integration Time (usec): 50000 (USB2G57144)
Spectra Averaged: 10 (USB2G57144)
Boxcar Smoothing: 0 (USB2G57144)
Correct for Electrical Dark: No (USB2G57144)
Strobe/Lamp Enabled: No (USB2G57144)
Correct for Detector Non-linearity: No (USB2G57144)
Correct for Stray Light: No (USB2G57144)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
350.00	-1.91
351.00	-1.74
352.00	-0.01
353.00	-0.33
354.00	-0.55
355.00	-0.67
356.00	0.08
357.00	-1.31
358.00	0.96
359.00	2.17
360.00	-0.55
361.00	-0.57
362.00	-0.46
363.00	0.04
364.00	0.50
365.00	-0.17
366.00	0.81
367.00	-0.78
368.00	0.73
369.00	0.43
370.00	-0.61
371.00	-0.46
372.00	0.14
373.00	0.09
374.00	-0.86
375.00	0.69
376.00	1.71
377.00	0.34
378.00	1.00
379.00	0.47
380.00	1.29
381.00	0.18
382.00	1.75
383.00	0.55
384.00	0.84
385.00	1.61
386.00	1.87
387.00	-0.23
388.00	0.40
389.00	0.77
390.00	1.12
391.00	2.16
392.00	0.95
393.00	3.17
394.00	1.33
395.00	1.66
396.00	2.35
397.00	0.62
398.00	2.03
399.00	1.84
400.00	3.16
401.00	2.90
402.00	2.69
403.00	3.10
404.00	2.94
405.00	2.54
406.00	2.50
407.00	4.29
408.00	3.62
409.00	4.54
410.00	3.57
411.00	3.55
412.00	2.34
413.00	3.67
414.00	2.63
415.00	3.63
416.00	4.39
417.00	4.20
418.00	3.62
419.00	6.60
420.00	6.91
421.00	5.45
422.00	6.63
423.00	4.78
424.00	6.50
425.00	6.19
426.00	5.41
427.00	5.74
428.00	7.72
429.00	8.08
430.00	8.19
431.00	7.61
432.00	8.91
433.00	7.52
434.00	9.93
435.00	9.69
436.00	11.03
437.00	10.52
438.00	9.85
439.00	13.11
440.00	9.61
441.00	11.12
442.00	11.95
443.00	11.98
444.00	12.52
445.00	10.78
446.00	12.23
447.00	11.01
448.00	12.87
449.00	14.86
450.00	14.71
451.00	14.77
452.00	14.60
453.00	16.25
454.00	15.72
455.00	15.42
456.00	18.22
457.00	17.13
458.00	18.00
459.00	19.29
460.00	18.19
461.00	18.12
462.00	21.57
463.00	22.47
464.00	20.25
465.00	18.55
466.00	23.76
467.00	23.67
468.00	22.32
469.00	25.53
470.00	27.32
471.00	26.84
472.00	26.44
473.00	27.34
474.00	30.11
475.00	32.17
476.00	35.27
477.00	31.62
478.00	33.99
479.00	35.73
480.00	39.55
481.00	36.76
482.00	39.84
483.00	42.37
484.00	46.42
485.00	47.22
486.00	51.55
487.00	54.77
